1,53
2,77
3,74
4,79
5,86
6,91
7,90
8,72
9,83
10,70
11,74
12,71
13,54
14,52
15,51
16,52
17,48
18,41
19,38
20,44
21,39
22,35
23,31
24,27
25,25
26,25
27,24
28,23
29,23
30,25
31,25
32,27
33,27
34,28
35,31
36,34
37,41
38,85
39,79
40,72
41,70
42,68
43,65
44,61
45,66
46,70
47,72
48,98
49,117
50,122
51,126
52,107
