1,29
2,39
3,52
4,57
5,66
6,78
7,84
8,90
9,99
10,104
11,101
12,92
13,77
14,67
15,62
16,58
17,56
18,40
19,36
20,40
21,37
22,35
23,31
24,22
25,25
26,23
27,23
28,21
29,20
30,20
31,21
32,22
33,25
34,28
35,32
36,40
37,63
38,79
39,69
40,68
