1,47
2,85
3,81
4,82
5,87
6,87
7,82
8,65
9,75
10,54
11,65
12,64
13,55
14,53
15,51
16,52
17,52
18,34
19,34
20,44
21,36
22,35
23,32
24,25
25,25
26,24
27,23
28,22
29,22
30,24
31,25
32,31
33,33
34,35
35,37
36,41
37,59
38,70
39,70
40,73
41,71
42,69
43,67
44,58
45,54
46,61
47,63
48,65
49,67
50,65
51,62
52,56
